NewRollNo,Class,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30,Question31,Question32,Question33,Question34,Question35,Question36,Question37,Question38,Question39,Question40,Question41,Question42,Question43,Question44,Question45,Question46,Question47,Question48,Question49,Question50,Question51,Question52,Question53,Question54,Question55,Question56,Question57,Question58,Question59,Question60,Question61,Question62,Question63,Question64,Question65,Question66,Question67,Question68,Question69,Question70,Question71,Question72,Question73,Question74,Question75,Question76,Question77,Question78,Question79,Question80,Question81,Question82,Question83,Question84,Question85,Question86,Question87,Question88,Question89,Question90
5285,9,E,C,A,C,B,,,C,,A,B,C,A,C,D,E,D,D,B,B,,,B,B,A,,,,,A,E,E,,,,,E,,D,,E,C,,A,A,A,,,C,B,,A,,C,A,,,B,B,D,D,,,,A,,E,A,A,"A,B",B,,C,,B,,,,,,,,,,,,,,,
5287,9,E,E,A,C,D,E,A,C,B,E,D,E,B,C,D,A,D,D,B,A,E,E,B,B,B,D,A,,B,,,A,,,,,B,D,C,,E,C,A,A,C,A,A,A,B,B,D,D,E,C,A,,A,B,,A,D,,,A,A,B,C,B,A,C,B,B,C,A,C,,,,,,,E,D,,B,,,,,
5291,9,E,C,A,C,B,E,B,D,D,E,C,A,B,C,"B,D",C,A,B,D,C,D,B,B,B,C,A,D,B,C,A,A,C,D,B,B,C,B,A,C,E,B,B,A,A,C,D,B,C,A,C,B,C,A,D,B,A,C,A,C,D,A,B,C,A,D,B,C,A,C,B,C,A,D,A,B,C,B,D,A,D,B,C,A,C,B,C,B,D,B,C
5297,9,D,A,C,B,B,D,C,A,D,B,B,C,A,D,B,A,C,A,C,D,B,B,B,B,D,C,D,A,A,A,D,A,B,D,C,B,A,A,B,E,C,C,D,C,C,A,E,B,C,B,D,B,A,C,B,D,A,B,A,B,A,B,D,E,A,B,D,"A,C",C,A,B,B,C,A,A,D,A,D,C,C,A,A,A,A,B,E,C,D,B,A
5301,9,A,E,B,C,A,C,B,D,E,B,D,D,C,D,A,B,C,E,B,D,C,D,E,B,A,C,B,,A,C,E,D,A,,B,C,D,E,A,C,B,E,C,D,D,B,B,A,E,B,C,D,C,"A,E",E,B,D,C,E,A,D,C,A,C,,D,A,B,D,E,C,B,A,B,C,D,E,D,C,B,A,B,C,D,E,D,A,C,E,A
5303,9,D,A,A,B,D,C,B,E,C,E,C,D,A,A,B,E,D,A,B,E,B,A,B,A,D,C,D,B,E,B,D,C,A,C,E,A,B,E,A,D,E,B,C,B,C,C,B,A,C,"D,E",D,E,A,B,C,D,E,D,C,A,B,A,C,E,B,A,C,E,D,A,B,C,E,A,B,"B,D",C,B,B,D,B,C,B,D,B,C,E,A,C,A
5305,9,E,D,D,E,B,B,A,A,D,D,B,D,B,A,B,C,E,B,A,C,E,E,B,B,D,C,B,C,D,A,D,B,B,A,D,A,E,C,D,B,E,C,E,E,C,C,C,B,D,E,B,C,D,A,A,B,A,A,B,D,D,D,A,C,D,C,C,D,A,B,D,D,A,E,B,A,D,C,D,C,E,B,B,D,C,D,B,A,C,C
5306,9,,D,E,B,A,,,B,,,,C,B,A,D,E,D,,C,,,,B,B,A,D,,,,A,D,E,,D,C,,B,,B,,,D,C,,C,C,E,C,E,B,,A,,,,,D,E,A,B,C,C,,,A,E,A,E,,,,D,,,B,,,,,D,,,,,,,,,,
5309,9,C,C,D,A,C,D,C,E,D,D,B,C,B,C,C,A,D,A,B,D,C,E,B,A,A,C,B,A,,B,C,E,B,D,A,B,C,C,C,E,E,B,D,B,D,B,A,C,B,E,C,A,D,B,A,D,A,E,D,C,E,C,A,B,D,C,E,A,D,A,B,C,D,D,C,A,B,E,D,D,E,C,B,A,D,B,A,C,A,E
5311,9,C,A,A,B,D,C,B,E,C,D,B,D,B,E,C,D,E,A,A,C,E,E,B,A,A,C,B,B,C,D,B,A,C,D,B,B,D,B,C,D,D,B,C,A,C,D,A,E,C,B,A,B,D,B,A,C,E,B,D,B,A,E,B,D,A,C,E,A,D,A,D,B,D,C,A,E,A,C,E,B,D,B,D,A,C,E,B,A,D,A
5313,9,E,E,D,B,D,E,C,B,D,D,B,A,C,A,D,B,C,B,E,C,D,A,D,B,D,C,B,A,D,D,D,D,C,B,A,E,E,B,B,C,D,E,E,A,A,B,B,C,"B,E",C,D,B,C,E,B,A,D,B,D,B,D,C,B,C,B,A,A,B,D,A,A,A,B,A,B,A,C,B,A,B,C,D,B,C,E,B,D,C,A,D
5314,9,C,E,D,C,C,E,A,B,D,B,C,C,B,C,B,D,D,B,B,A,A,C,B,B,A,D,C,,,E,,C,,D,C,B,A,C,A,E,A,E,E,,D,C,A,C,,C,E,A,,E,C,D,D,E,A,D,,,,,A,B,C,,,A,E,B,C,A,B,,D,,E,C,A,A,A,A,B,,C,E,E,D
5316,9,,C,D,,,,,B,,,D,,B,C,B,,,,,,,C,B,B,C,,A,,,,,,,,,,,,,,,A,,,D,C,,B,,B,,,,,C,,,,,,,,,,E,,A,E,,,,B,,,B,,,,,,,,,,,,,,,
5317,9,B,C,A,C,D,C,D,C,D,B,B,D,B,C,B,A,D,B,D,C,D,C,B,B,A,B,A,D,B,C,D,C,E,C,D,C,,,,E,,D,,,A,D,,B,,B,,A,,B,B,D,C,,A,,,,C,,,,A,,A,,,D,,,,,,,,,,,,,B,,,,,
5318,9,,C,A,C,D,,,,,B,B,,B,C,B,A,D,B,B,,,,B,B,A,,,,,,,B,,,,,,,B,E,,D,,,A,C,,B,,B,,A,,B,B,,,,A,,,,,,,,A,,A,,,D,,,,,,,,,,,,,B,,,,,
5321,9,B,C,D,B,B,E,E,A,A,B,B,C,B,C,D,A,B,B,C,D,A,B,B,A,C,C,B,D,B,C,D,A,D,B,C,B,A,D,B,A,E,A,B,C,B,A,E,C,A,B,C,D,C,B,A,C,B,D,E,B,D,B,C,A,D,B,C,D,B,C,B,C,D,A,C,B,C,D,A,E,A,A,D,D,B,E,C,D,C,C
5322,9,B,B,D,B,D,C,D,C,C,D,A,D,B,C,C,A,A,C,B,D,D,C,B,B,D,C,B,B,B,A,A,B,D,B,C,A,D,D,B,C,D,B,C,D,A,B,C,B,B,C,B,A,B,D,A,A,B,D,C,B,C,A,B,A,E,A,C,D,B,B,B,D,A,C,B,B,D,A,C,B,D,E,E,A,C,B,D,A,B,C
5323,9,D,A,C,B,B,B,C,C,C,D,B,C,D,A,D,B,D,A,E,D,B,C,C,B,C,A,"A,B",C,D,"A,D",A,E,D,B,C,B,D,C,A,E,B,B,C,D,B,D,B,A,C,B,A,E,D,C,A,B,B,E,A,B,A,B,D,A,E,B,C,E,C,A,D,E,E,B,D,C,B,C,D,D,E,C,C,B,A,D,A,E,D,C
5325,9,A,C,A,C,A,B,C,D,C,B,B,E,B,B,C,E,D,,C,B,A,B,B,B,A,D,B,C,C,B,D,C,A,B,D,B,D,C,B,E,A,D,B,A,D,C,B,B,,B,D,A,C,D,B,B,C,A,A,B,D,B,D,A,B,C,A,B,A,A,B,D,A,C,B,C,A,A,A,B,B,C,D,A,C,A,D,B,C,B
5338,9,E,C,A,C,D,C,A,C,D,A,A,C,B,E,D,A,D,,B,,,,B,B,C,D,A,E,B,A,B,A,D,,,,,D,C,D,C,,A,A,E,C,A,A,,D,,C,C,,,,A,,,A,,C,,B,A,D,,B,A,,C,B,C,A,C,,,,,,,,,,,,,,,
5344,9,E,C,A,C,D,,,B,,,,,,,B,A,D,,,,,,B,B,A,,,,,,,,,,,,,,,,,C,E,,A,,,,,,,A,,,,,,,,,,,,,,,C,B,E,,,B,,,,,,,,,,,A,,,,,,,
5346,9,D,A,D,C,A,C,B,B,D,A,B,D,B,C,B,A,D,D,A,C,D,B,D,B,D,A,D,B,B,"A,D",B,C,D,C,A,B,C,B,D,D,A,D,B,A,A,C,E,B,C,B,A,A,A,D,A,B,B,A,"A,C",D,B,C,D,E,D,B,C,A,B,A,B,D,A,C,B,A,B,C,E,B,D,B,A,E,B,A,D,C,B,E
5355,9,C,D,C,B,A,E,C,C,B,D,A,A,C,A,B,A,D,A,A,C,C,D,B,B,A,A,B,C,B,C,B,A,D,B,B,D,B,C,A,D,D,C,D,A,E,A,C,C,D,A,C,A,D,B,A,D,A,B,D,D,C,A,B,A,B,B,D,C,D,C,E,D,B,A,B,C,A,C,D,E,B,B,A,C,E,B,A,A,C,A
5360,9,E,C,E,B,D,,C,C,E,,B,D,B,,D,A,D,C,C,,,,B,B,C,A,,,,D,,,,,,,,,,,,,,A,,C,B,,,,A,B,,D,D,A,,,,C,C,,,,D,C,D,D,B,D,B,,,,C,,,,,C,,,,,,,,,D,
5363,9,C,C,A,B,A,E,B,C,C,A,B,C,B,C,D,E,D,B,E,D,D,D,D,B,B,D,C,D,D,B,C,B,D,E,A,B,C,D,B,D,"B,D",D,B,D,C,B,A,D,C,B,E,C,D,D,A,D,B,B,C,B,A,E,C,C,D,B,D,A,A,A,C,D,B,C,D,A,D,C,C,A,D,C,B,D,E,A,C,B,D,E
5365,9,D,C,B,B,D,A,C,C,A,A,B,D,C,A,D,A,E,B,C,A,D,B,"B,E","B,E",E,C,A,B,D,A,C,E,B,D,A,C,E,A,B,D,C,E,A,D,B,A,E,A,D,B,B,B,D,A,C,E,B,A,C,,D,"A,E",B,C,D,A,B,E,C,D,A,E,B,C,D,E,A,C,B,D,A,B,E,C,A,B,E,C,A,D
5367,9,D,E,C,B,D,B,C,C,A,D,B,A,A,D,B,A,D,A,A,B,B,,B,B,A,B,A,B,B,D,B,A,C,B,D,A,B,D,B,B,D,E,D,D,A,B,C,B,A,C,B,A,C,D,B,D,C,A,C,B,D,A,B,D,C,C,A,A,D,B,B,D,C,A,A,B,D,B,C,B,E,D,A,C,A,B,D,C,B,C
5375,9,B,E,C,"C,D",C,E,D,B,A,B,B,D,B,C,D,E,A,A,B,B,,,B,C,A,A,A,B,C,B,A,B,A,B,C,D,A,B,C,B,C,B,B,B,B,,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,D,D,B,E,C,C,A,C,A,"A,C",B,E,D,C,B,C,B,D,C,A
5376,9,B,E,A,C,A,E,C,A,,D,C,D,B,,C,C,,D,B,,A,C,B,B,C,A,C,A,,,E,C,,E,E,,E,B,C,,B,D,A,B,D,C,B,,C,B,D,,C,B,B,B,A,D,,B,C,D,C,B,,C,A,B,D,D,C,D,C,C,A,D,B,C,D,A,C,C,B,B,D,E,B,E,B,C
5378,9,E,C,A,B,D,B,D,C,A,,,D,B,C,D,A,D,A,B,C,B,,B,B,A,D,A,A,B,C,E,C,,E,C,C,E,A,B,D,A,E,E,A,D,C,B,B,C,C,A,B,A,C,C,A,D,D,A,D,D,C,B,C,E,B,C,A,A,,A,D,C,A,A,,A,D,B,A,D,C,A,B,B,A,D,B,B,E
5379,9,E,C,D,C,A,E,B,A,C,B,A,A,C,,D,A,C,A,C,C,C,E,C,B,A,C,A,D,D,B,C,B,D,A,D,B,C,C,E,D,C,B,A,B,C,E,E,D,E,A,B,E,D,D,E,A,D,B,D,B,D,C,B,D,E,B,C,E,B,D,"B,E",A,C,D,A,C,C,B,A,C,E,B,E,B,C,B,C,B,E,A
5380,9,B,C,D,A,C,B,D,D,C,D,B,B,C,C,B,D,A,D,D,B,C,C,B,E,B,C,C,D,A,D,C,B,B,C,B,C,E,D,A,D,C,A,B,A,A,A,E,B,B,C,C,E,C,B,C,B,E,D,A,E,E,E,B,A,C,D,C,E,D,C,D,E,E,C,B,C,D,C,A,C,D,C,D,B,B,B,C,C,E,C
5388,9,B,C,A,C,A,B,E,D,E,E,B,D,B,C,D,B,D,B,B,C,D,B,C,C,B,C,A,D,B,A,E,D,B,A,C,B,E,B,C,B,C,C,D,C,D,C,B,C,C,B,C,A,D,C,C,A,A,D,E,A,B,C,E,A,E,C,C,A,E,A,C,A,A,D,C,A,A,E,C,E,C,A,D,D,C,B,B,C,E,C
5393,9,C,A,A,B,A,A,B,B,E,D,D,D,A,B,D,A,A,A,C,A,B,C,B,B,C,C,B,B,E,D,C,D,C,D,D,A,B,A,B,D,A,B,C,D,E,A,C,C,C,B,A,B,C,D,E,D,C,B,A,C,A,B,D,E,A,B,E,D,C,A,A,C,B,C,A,B,A,B,B,B,B,C,A,C,B,B,A,D,A,A
5394,9,B,C,A,C,A,B,E,D,E,E,B,D,B,C,D,A,D,B,B,A,C,D,B,B,A,C,A,D,B,A,E,D,B,A,C,C,D,B,A,D,E,E,A,A,A,C,B,C,C,B,C,A,D,C,C,A,A,D,D,A,B,C,E,A,E,C,C,A,E,A,C,B,A,A,D,C,A,E,C,E,B,A,D,D,C,B,B,D,E,C
5395,9,B,C,E,C,A,C,E,C,A,C,D,C,B,D,A,C,E,B,D,B,E,C,B,A,C,E,C,D,B,D,A,C,D,B,D,E,A,C,C,E,C,D,C,B,D,A,A,C,B,E,B,D,B,E,C,A,E,C,D,A,C,E,C,D,A,B,"A,C",E,A,B,D,A,E,D,E,A,C,A,B,D,B,D,A,D,E,B,D,A,C,E
5405,9,D,C,"B,D",D,A,C,A,C,D,B,D,D,"A,C",D,A,B,C,A,C,B,D,C,B,B,B,C,C,D,A,C,D,C,C,D,B,A,A,C,C,D,D,C,A,D,E,D,C,B,D,D,C,B,C,A,B,A,A,B,C,C,D,C,E,C,E,B,A,D,B,C,A,C,A,B,B,C,A,A,C,D,C,E,D,D,B,A,B,D,A,C
5409,9,C,A,A,B,A,B,A,E,C,A,B,B,B,C,C,C,B,D,A,D,B,C,A,B,C,A,D,A,D,B,A,D,A,B,C,D,A,C,A,D,C,B,E,"B,D",C,A,C,B,C,C,D,B,D,B,A,D,B,B,A,E,C,E,C,A,C,C,C,B,E,A,E,C,A,B,B,D,A,C,B,E,B,D,A,B,E,C,A,C,E,B
5413,9,C,A,D,B,E,D,A,D,A,C,B,D,A,C,D,A,D,B,D,C,,,,A,B,D,B,D,A,D,B,A,C,A,C,A,C,A,B,E,C,A,A,,,,B,"C,E",B,C,E,A,D,B,A,D,B,D,B,D,A,E,A,C,A,C,,,,A,D,C,E,A,E,A,D,A,C,B,C,A,C,B,C,A,"A,B","B,E","A,D",
5419,9,D,C,A,C,B,A,B,B,D,E,D,D,A,"A,C",A,E,D,B,B,C,D,A,B,B,D,A,C,B,E,A,D,B,C,A,E,C,B,D,A,C,B,A,A,D,B,C,B,B,A,D,C,B,C,A,D,C,A,A,E,B,C,B,C,B,C,A,D,B,A,A,B,D,C,E,C,A,B,D,B,A,C,D,A,B,E,B,D,A,C,A
5422,9,B,C,A,C,A,D,C,B,C,A,A,C,B,C,C,A,D,A,B,D,B,B,C,B,C,D,A,D,B,C,B,B,D,A,C,B,C,B,D,D,B,C,D,D,A,A,E,C,A,B,D,A,C,C,B,B,D,A,C,E,D,B,A,C,A,B,C,A,A,A,E,E,C,C,B,D,A,B,D,E,A,C,B,E,C,A,A,D,B,E
5423,9,A,C,A,C,A,,A,B,C,A,B,C,B,C,B,A,,D,B,B,C,C,C,A,C,D,B,,,C,,,,A,,,E,,,,C,C,,,E,A,B,,,,,,,C,A,,,B,E,,D,C,,,E,B,C,D,,,B,,C,C,A,B,A,E,,D,E,,,E,D,A,A,C,B,C
5424,9,E,D,A,C,A,E,A,A,E,D,C,D,B,C,C,A,D,A,B,B,C,C,B,B,A,C,A,B,B,A,E,E,A,C,B,D,B,E,C,A,E,C,A,D,E,C,B,C,D,A,B,A,A,D,E,,A,E,A,B,D,B,A,,A,C,C,A,C,B,B,D,B,D,C,B,E,A,D,D,E,,B,,D,A,,C,B,C
5425,9,B,E,A,C,D,E,B,C,C,A,B,C,B,E,C,A,D,A,A,D,E,D,B,B,E,C,A,D,B,D,E,C,B,A,C,C,A,B,D,C,B,D,B,,C,A,B,B,A,B,E,D,A,C,A,C,A,E,A,E,D,C,A,E,B,C,B,A,A,B,C,D,C,E,A,D,B,B,E,B,C,C,A,D,B,D,E,C,B,A
5426,9,,,,A,,,C,,,,D,D,,A,,,D,,B,,,,B,,,A,C,,,,,,,,E,,E,,,,,B,,B,B,,,,,D,A,A,,,,,,B,D,E,,,,,E,,,,,B,,,D,D,,,,,,,,E,D,,,,,,,
5427,9,E,A,E,C,D,E,D,C,A,E,D,D,B,C,D,E,E,A,C,D,D,B,B,B,C,A,C,B,D,E,A,C,D,B,B,C,D,B,C,E,A,A,C,D,A,C,B,C,C,B,D,A,A,D,C,D,A,C,A,A,D,B,D,C,A,B,C,E,A,B,B,D,C,C,A,D,C,A,C,C,A,B,A,E,E,C,E,C,C,D
5428,9,E,C,A,C,D,B,E,C,E,E,C,C,B,C,D,A,D,B,B,D,C,D,B,A,A,D,A,D,C,A,E,B,C,E,B,B,E,A,C,D,E,C,D,B,A,C,A,B,C,D,B,C,D,D,C,D,C,E,A,A,A,D,E,E,A,C,B,A,B,A,B,B,B,D,C,A,E,C,C,A,E,B,A,B,E,C,A,D,E,C
5429,9,A,C,A,C,A,,D,B,C,A,B,C,B,C,B,A,D,D,B,B,C,C,C,B,C,D,A,,A,C,,E,,A,D,,E,,A,,C,C,,B,E,A,B,C,,,B,,,C,,B,,B,,,D,C,,,E,B,C,D,,A,B,,C,C,A,B,A,E,A,D,E,,B,E,D,A,A,C,B,C
5430,9,,C,,C,D,,A,,,A,A,C,B,C,C,A,D,,A,B,C,C,B,B,A,,,,,,,,,,,,,,,,,C,,,,C,,,C,,,,,C,A,,A,E,,,D,,,,A,C,C,,,B,B,,,C,C,,A,,,D,E,,A,A,,,,C,B,C
5431,9,C,C,,C,C,,D,C,C,,A,E,B,C,D,A,D,C,B,,,,B,A,A,D,A,,C,,D,B,A,,,,,,,,,C,,C,C,A,,B,A,B,B,A,,C,C,,,,,,D,,,,A,B,C,E,,A,,B,C,A,A,,,,,B,,,,,,,,,,
5433,9,E,C,A,C,D,C,A,B,D,A,A,C,B,A,B,A,D,B,C,B,E,C,B,B,A,C,A,,D,,B,D,B,C,A,,B,,C,A,E,C,C,,A,C,B,A,B,B,D,B,D,C,C,A,A,,A,B,D,,C,,E,B,C,B,A,B,B,B,C,C,C,C,,A,,D,,,A,C,A,,C,,D,C
5434,9,E,C,A,C,D,,A,B,D,,,,B,A,B,A,D,B,B,A,,C,B,B,A,D,A,,B,A,B,,,,,,,,A,,,A,A,,A,C,B,A,C,D,B,B,,C,A,,,,,,D,,,,A,B,C,B,A,B,D,B,E,C,A,,,,,C,A,,C,,,,,D,C,
5435,9,E,C,A,C,D,B,,C,B,E,,D,B,A,B,A,D,A,B,B,E,A,B,B,C,,,,,,,A,,A,,,A,,A,,,C,,,A,C,,B,,D,D,B,,C,A,A,A,B,A,D,D,,,,E,B,C,B,A,B,B,D,C,,C,,,,,,,,,,,,,,,
5436,9,C,C,A,C,D,A,A,B,C,D,B,A,B,A,B,A,D,A,B,B,A,D,B,B,D,A,B,A,B,B,D,A,C,C,B,D,C,A,C,B,D,A,B,E,A,A,D,B,A,D,B,B,D,A,B,A,A,B,A,D,D,B,D,C,E,B,C,B,A,B,B,D,C,C,C,B,C,A,B,D,C,B,B,D,A,C,A,C,A,D
5437,9,E,C,A,C,A,A,A,C,B,C,D,E,E,D,D,C,D,C,C,C,C,C,D,B,B,B,B,C,D,E,A,A,A,A,A,A,A,C,C,D,E,D,E,D,E,C,B,A,A,B,C,D,E,E,E,D,D,C,A,D,,A,C,,A,B,C,B,B,B,B,B,C,A,A,B,C,C,C,C,D,D,D,D,D,E,E,E,E,E
5438,9,A,E,D,C,B,B,C,A,A,B,A,A,C,C,D,A,D,B,C,B,D,A,B,B,C,C,D,B,A,C,D,A,B,,B,E,E,B,,,C,D,C,B,A,C,C,D,B,B,A,D,A,D,A,A,A,C,A,A,D,A,E,,C,C,A,D,A,A,B,D,D,C,C,,B,A,,B,C,C,C,B,A,C,B,B,D,D
5439,9,B,E,A,C,A,E,A,B,C,D,D,C,B,C,B,A,D,B,B,,,,,,,D,,,,,,,,,,,,,,,,,,,,C,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,9,C,B,A,B,D,C,A,C,A,E,A,D,A,A,C,A,D,B,B,A,E,C,D,B,A,D,A,,C,,E,,,A,,,D,,C,,,A,,D,,E,,A,,,C,B,,,D,,E,,A,,,C,,,,B,E,,,C,,B,E,,A,,C,A,B,B,"A,C",C,A,E,D,E,B,C,D,A
5442,9,C,D,B,C,"B,D",A,E,C,D,A,D,C,A,E,B,D,B,A,C,A,B,D,D,B,D,A,D,B,D,C,B,A,B,A,D,C,B,A,C,D,B,A,D,B,D,C,B,C,E,B,B,D,"B,D",A,D,A,B,D,E,A,C,B,D,E,A,B,C,C,B,C,B,A,D,C,A,C,E,A,B,E,E,B,C,A,C,C,A,D,B,E
5443,9,B,D,D,B,A,C,D,C,A,B,B,C,A,E,E,A,E,D,B,B,C,A,B,B,A,C,D,B,D,A,B,E,A,C,D,B,A,A,C,C,B,C,A,A,B,A,D,B,C,D,B,B,A,C,C,B,E,A,D,A,D,C,E,B,C,B,A,B,C,C,D,D,A,E,B,E,C,"A,C",C,D,D,B,B,A,C,B,C,A,C,E
5446,9,B,C,A,B,D,A,D,B,,D,A,C,B,A,D,A,D,D,B,B,C,A,B,B,C,A,D,B,C,A,B,A,D,B,A,A,C,A,A,B,C,C,A,B,A,B,E,A,C,B,B,A,C,C,D,A,B,A,A,B,D,E,D,B,"A,B",B,C,A,A,B,D,D,C,B,A,D,B,A,C,D,D,A,C,D,B,A,C,D,B,A
5447,9,,C,A,C,D,,,B,C,,,,B,C,B,,D,A,B,,,,B,B,A,A,A,,,A,A,A,,,,A,,E,A,,,C,,A,B,A,B,,,B,,A,,C,A,,B,,A,B,D,,,,A,D,A,C,A,B,B,B,C,C,C,,,,,,,,,,,,,,D,
5448,9,C,"C,E",B,C,A,D,D,E,C,A,B,B,E,E,B,D,D,A,"B,C",B,D,E,"A,B",,B,D,,,,,C,,,,B,A,,D,E,,,D,,D,,,C,E,B,D,C,B,C,B,E,B,B,,D,E,C,B,D,D,B,D,B,C,,C,D,D,C,C,C,E,,E,B,D,,,B,E,,E,,,C,
5449,9,B,C,A,C,A,B,C,"B,E",B,B,A,D,A,D,D,A,D,C,D,D,,,B,B,C,A,A,D,C,A,A,A,D,"C,D",B,A,,,,,,C,,A,B,A,B,B,C,B,,A,,C,A,,B,,A,A,D,,,,A,D,A,C,A,B,B,B,C,C,C,,,,,,,,,,,,,,D,
5450,9,A,C,A,D,D,B,"C,E",B,C,B,A,D,B,C,B,A,D,A,B,D,,,,B,D,B,B,A,A,A,D,"A,C",A,A,A,D,"A,C",B,A,A,C,A,C,,,,D,B,C,A,B,A,B,B,,D,,,,,B,A,B,,A,B,,,,D,,,,,D,A,C,A,B,B,B,C,C,C,,,,,,
5463,9,E,B,D,E,D,D,A,D,E,B,D,E,A,B,C,E,E,B,D,E,E,C,A,C,E,B,D,E,B,D,C,D,E,B,D,E,D,D,D,A,E,B,D,E,D,D,B,D,E,B,D,E,A,D,D,D,E,B,D,E,B,D,B,D,E,B,D,E,E,D,D,D,E,B,D,E,D,D,C,B,E,B,D,E,E,A,A,D,E,B
5465,9,D,B,A,A,A,D,C,A,D,B,A,D,B,A,D,A,D,B,C,B,A,C,B,B,C,D,B,C,B,D,A,C,B,D,C,B,B,C,B,E,C,B,D,D,C,C,A,B,D,B,C,C,B,C,A,D,B,B,C,B,D,C,A,B,C,D,C,A,A,E,C,A,C,A,B,B,A,E,D,A,A,B,D,E,B,C,A,D,C,C
5467,9,E,E,D,C,B,B,D,B,D,D,A,D,A,C,A,C,C,B,B,A,B,E,B,B,D,B,D,A,B,D,E,C,C,B,C,B,E,A,D,B,E,A,E,D,A,C,B,B,B,A,E,C,A,C,D,A,B,A,C,C,D,A,E,D,E,C,C,A,A,A,B,C,A,D,B,A,D,E,C,E,C,C,A,A,E,C,E,D,E,E
5469,9,,C,A,C,A,,C,E,B,E,D,D,B,C,B,,,,C,,,,B,A,A,C,A,,B,A,A,,E,,B,E,E,,,E,,,E,,B,C,,C,,,A,B,,,D,A,,B,,A,,,,C,E,E,C,,,B,C,,,C,,,,,,E,,,C,,D,,,,,C
5471,9,E,E,D,B,D,A,E,C,A,D,D,D,A,E,D,A,D,B,C,D,B,C,B,B,A,A,E,E,C,C,D,B,D,E,B,D,B,A,B,D,C,B,C,D,B,D,D,E,A,C,D,D,B,D,B,D,B,D,C,B,D,B,C,E,B,D,B,D,"B,E",C,D,C,E,C,B,E,B,B,A,B,D,B,C,D,"B,D",C,B,E,B,D
5472,9,C,E,A,C,A,A,C,C,D,B,E,B,C,B,D,,,D,B,B,B,C,B,A,A,A,E,E,C,C,D,D,E,,E,C,E,,D,D,C,B,C,D,B,D,D,E,D,E,B,D,A,D,A,E,D,,,D,,A,C,C,D,A,E,,A,C,D,C,E,E,A,C,E,B,D,E,A,E,E,,C,E,C,E,B,D
5474,9,D,E,A,C,A,A,C,C,D,B,E,B,C,B,D,D,E,B,B,B,B,C,C,A,A,C,D,B,D,B,"A,C",C,B,E,C,A,B,C,D,E,D,C,B,A,C,A,A,D,C,C,"B,D",A,D,D,A,A,A,A,C,B,D,A,C,B,A,C,D,A,C,D,C,A,A,B,D,B,D,E,C,B,E,B,A,D,B,A,A,D,B,E
5475,9,,,,,C,,,B,,,,,,,,,,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,B,D,B,,A,A,,A,,E,A,A,A,D,,,,,,,A,,B,,,C,,A,,,,,D,,A,C,,B,,,,C,
5480,9,C,,A,C,,,C,C,,D,,E,A,C,B,E,,A,A,A,E,,B,B,B,D,,,,,,,,,,,C,,C,E,,B,,,,"B,C",B,,C,,D,,,C,,,,,,,,,,,B,E,,A,,B,D,,,,B,,,,E,,E,,,,,,,,,
5481,9,A,D,A,C,A,B,C,E,B,B,B,D,A,C,D,C,D,A,C,B,D,B,B,B,D,A,D,A,A,C,A,C,C,B,C,A,E,C,C,B,E,B,C,B,B,C,C,D,D,A,B,A,C,B,A,D,D,A,A,B,B,C,A,D,C,B,C,A,D,A,B,C,D,A,C,D,A,C,B,A,A,C,B,A,E,B,A,D,C,D
5483,9,C,D,A,B,C,B,E,D,B,C,B,,A,C,D,A,,D,E,A,C,B,D,A,C,D,B,,D,,C,E,B,D,E,B,C,D,D,C,B,"A,E",D,E,A,,B,C,B,D,B,C,D,B,A,D,C,B,B,D,D,A,C,E,B,D,B,A,E,B,D,B,D,B,E,A,D,C,C,D,A,E,B,E,A,A,E,C,E,A
5484,9,C,E,A,D,A,C,A,B,C,D,E,A,B,C,D,E,C,A,B,C,C,C,C,A,B,A,D,D,A,B,D,C,B,A,E,D,C,B,A,B,C,B,B,B,B,B,A,C,C,D,C,B,D,C,D,C,D,B,C,D,C,C,A,D,B,A,D,B,A,B,B,D,B,A,B,C,B,A,B,A,C,A,A,B,B,C,C,B,A,A
5485,9,C,A,E,C,D,B,D,E,C,A,B,C,B,C,B,A,D,B,B,E,C,A,B,B,B,D,A,E,A,A,A,C,D,E,A,E,B,C,D,E,A,C,E,D,B,A,A,B,C,D,E,D,C,B,A,B,C,D,E,D,D,C,B,A,E,B,A,B,C,E,D,B,A,C,B,E,D,C,B,A,B,C,D,E,D,C,B,A,B,E
5486,9,C,E,B,"B,E",E,D,C,B,A,E,A,C,B,C,B,A,D,B,C,D,B,D,B,B,A,C,A,B,B,A,A,C,C,E,E,A,E,C,D,C,A,B,C,D,C,"B,C",A,B,C,D,E,B,B,C,D,D,C,B,"C,D",A,B,C,C,B,C,E,C,B,A,A,A,B,D,C,C,A,B,C,D,E,A,A,B,"C,D",D,C,A,B,E,A
